,Shipment Number,ATF Port Dep 1 Date,ATF Port Dep 1 Yr/Week,Operational plan Port Dep 1 Yr/Week,FFE,TON,Booking Create Date,Booking Status,Receipt Service Mode,Delivery Service Mode,Cargo Type,Container Type,Container Size,String,String Direction,POR Site Code,POR Country Code,POR Cluster Code,POR Region Code,POD Country Code,POD Cluster Code,POD Region Code,LOPFI Site Code,LOPFI Country Code,LOPFI Region Code,LOPFI Cluster Code,DIPLA Site Code,DIPLA Country Code,DIPLA Cluster Code,DIPLA Region Code,Est Trans days,Atf Trans days
0,000529300,9/3/2010,2010/35,2010/35,5,8179,08/25/2010,Active,CY,CY,DRY,DRY,20,EAFEUR888,S  ,TRKORTM ,TR,BSE,MED,TZ,KEC,AFR,TRKORTM,TR,MED,BSE,TZDARTM,TZ,KEC,AFR,88.0,67.0
1,063559456,9/11/2010,2010/36,2010/36,3,57525,09/03/2010,Active,CY,SD,DRY,DRY,40,CAMFEA691,E  ,CNHSKTA ,CN,PRN,NAS,GT,MIC,LAM,CNHSKTA,CN,NAS,PRN,GTTGZTM,GT,MIC,LAM,210.0,270.0
2,0CM540543,9/25/2010,2010/38,2010/38,1,15763,09/21/2010,Active,CY,CY,DRY,DRY,40,MEDMED888,,TRMERMT ,TR,BSE,MED,PT,IBE,MED,TRMERMT,TR,MED,BSE,PTLISTM,PT,IBE,MED,56.0,42.0
3,20102528B,9/22/2010,2010/38,2010/38,15,88758,10/25/2010,Active,CY,CY,DRY,DRY,20,FEAEUR410,E  ,NLROT01 ,NL,NLC,NEU,CN,PRE,NAS,NLROT01,NL,NEU,NLC,CNNPOTM,CN,PRE,NAS,243.0,173.0
4,527580801,9/9/2010,2010/36,2010/36,5,1033,08/31/2010,Active,CY,CY,DRY,DRY,20,FEASAA888,W  ,CNTSTQQ ,CN,PRN,NAS,IN,INC,WCA,CNTSTQQ,CN,NAS,PRN,INMAATM,IN,INC,WCA,75.0,
5,528550108,9/16/2010,2010/37,2010/37,1,17306,07/10/2009,Active,CY,CY,DRY,DRY,40,FEAEUR416,E  ,ITCTA32P,IT,ITC,MED,CN,PRN,NAS,ITCTA32P,IT,MED,ITC,CNTSTQQ,CN,PRN,NAS,73.0,
6,538582000,9/3/2010,2010/35,2010/35,1,237,08/25/2010,Active,CY,CY,DRY,DRY,40,MEAMED888,E  ,TRKORTM ,TR,BSE,MED,AE,AEC,WCA,TRKORTM,TR,MED,BSE,AEJALTM,AE,AEC,WCA,40.0,27.0
7,539069000,9/1/2010,2010/35,2010/35,1,10362,08/25/2010,Active,CY,SD,DRY,DRY,40,MEDMED888,,TRKORTM ,TR,BSE,MED,ES,IBE,MED,TRKORTM,TR,MED,BSE,ESVCITC,ES,IBE,MED,84.0,77.0
8,540445000,9/1/2010,2010/35,2010/35,1,7363,08/25/2010,Active,CY,SD,DRY,DRY,40,MEDMED888,,TRKORTM ,TR,BSE,MED,ES,IBE,MED,TRKORTM,TR,MED,BSE,ESALRTM,ES,IBE,MED,187.0,182.0
9,540447000,9/1/2010,2010/35,2010/35,1,7959,08/25/2010,Active,CY,SD,DRY,DRY,40,MEDMED888,,TRKORTM ,TR,BSE,MED,ES,IBE,MED,TRKORTM,TR,MED,BSE,ESALRTM,ES,IBE,MED,41.0,181.0
10,550043314,9/7/2010,2010/36,2010/36,5,18739,08/22/2010,Active,CY,CY,DRY,DRY,20,FEAWNA750,E  ,CNSGHY1 ,CN,PRE,NAS,CA,USC,NAM,CNSGHY1,CN,NAS,PRE,CAVNRDP,CA,USC,NAM,54.0,41.0
11,550043316,9/7/2010,2010/36,2010/36,1,37478,08/22/2010,Active,CY,CY,DRY,DRY,20,FEAWNA750,E  ,CNSGHY1 ,CN,PRE,NAS,CA,USC,NAM,CNSGHY1,CN,NAS,PRE,CAVNRDP,CA,USC,NAM,108.0,82.0
12,550043317,9/7/2010,2010/36,2010/36,1,23149,08/30/2010,Active,CY,CY,DRY,DRY,40,FEAWNA750,E  ,CNSGHY1 ,CN,PRE,NAS,CA,USC,NAM,CNSGHY1,CN,NAS,PRE,CAVNRDP,CA,USC,NAM,62.0,50.0
13,550043318,9/7/2010,2010/36,2010/36,1,37478,08/30/2010,Active,CY,CY,DRY,DRY,20,FEAWNA750,E  ,CNSGHY1 ,CN,PRE,NAS,CA,USC,NAM,CNSGHY1,CN,NAS,PRE,CAVNRDP,CA,USC,NAM,108.0,82.0
14,550043319,9/21/2010,2010/38,2010/38,5,18739,09/13/2010,Active,CY,CY,DRY,DRY,20,FEAWNA750,E  ,CNSGHY1 ,CN,PRE,NAS,CA,USC,NAM,CNSGHY1,CN,NAS,PRE,CAVNRDP,CA,USC,NAM,55.0,43.0
15,550043320,9/21/2010,2010/38,2010/38,5,18739,09/13/2010,Active,CY,CY,DRY,DRY,20,FEAWNA750,E  ,CNSGHY1 ,CN,PRE,NAS,CA,USC,NAM,CNSGHY1,CN,NAS,PRE,CAVNRDP,CA,USC,NAM,55.0,43.0
16,550043321,9/28/2010,2010/39,2010/39,5,18739,09/19/2010,Active,CY,CY,DRY,DRY,20,FEAWNA750,E  ,CNSGHY1 ,CN,PRE,NAS,CA,USC,NAM,CNSGHY1,CN,NAS,PRE,CAVNRDP,CA,USC,NAM,55.0,42.0
17,550705369,9/1/2010,2010/35,2010/35,1,23197,03/04/2010,Active,CY,SD,DRY,DRY,40,FEAEUR410,E  ,FIKTKCT ,FI,RUC,NEU,JP,JPC,NAS,FIKTKCT,FI,NEU,RUC,JPNGO05,JP,JPC,NAS,79.0,71.0
18,550764898,9/1/2010,2010/35,2010/35,1,24627,03/10/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZAKLTM ,NZ,NZC,APA,GB,GBC,NEU,NZAKLTM,NZ,APA,NZC,GBFXSTM,GB,GBC,NEU,87.0,90.0
19,550803439,9/11/2010,2010/36,2010/36,1,3549,03/15/2010,Active,SD,CY,DRY,DRY,40,MEANAM600,E  ,        ,US,USC,NAM,AE,AEC,WCA,USNFKAP,US,NAM,USC,AEJALTM,AE,AEC,WCA,54.0,64.0
20,550806439,9/4/2010,2010/35,2010/35,1,3065,03/15/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZPORTM ,NZ,NZC,APA,GH,CWA,AFR,NZPORTM,NZ,APA,NZC,GHTMAMP,GH,CWA,AFR,103.0,103.0
21,550886609,9/21/2010,2010/38,2010/38,6,171345,03/25/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,GB,GBC,NEU,MY,MYC,APA,GBFXSTM,GB,NEU,GBC,MYPENTM,MY,MYC,APA,300.0,305.0
22,550886609,9/21/2010,2010/38,2010/38,4,112812,03/25/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,GB,GBC,NEU,MY,MYC,APA,GBFXSTM,GB,NEU,GBC,MYPENTM,MY,MYC,APA,200.0,190.0
23,550920551,9/23/2010,2010/38,2010/38,4,95461,03/30/2010,Active,CY,CY,DRY,DRY,40,OCEOCE062,W  ,NZNELPT ,NZ,NZC,APA,AU,AUC,APA,NZNELPT,NZ,APA,NZC,AUSYD11,AU,AUC,APA,264.0,215.0
24,550943664,9/7/2010,2010/36,2010/36,5,3274,04/02/2010,Active,CY,CY,DRY,DRY,20,FEAEUR400,W  ,SGSINPS ,SG,MYC,APA,NL,NLC,NEU,SGSINPS,SG,APA,MYC,NLROT01,NL,NLC,NEU,51.0,37.0
25,551013082,9/11/2010,2010/36,2010/36,2,10921,04/13/2010,Active,SD,CY,DRY,DRY,40,MEANAM600,E  ,        ,US,USC,NAM,IN,INC,WCA,USNFKAP,US,NAM,USC,INJHTTM,IN,INC,WCA,172.0,232.0
26,551016496,9/23/2010,2010/38,2010/38,15,67626,04/14/2010,Active,CY,CY,REEF,REEF,20,OCEEUR888,N  ,NZAKLTM ,NZ,NZC,APA,SA,SAC,WCA,NZAKLTM,NZ,APA,NZC,SADAMTM,SA,SAC,WCA,438.0,333.0
27,551021935,9/21/2010,2010/38,2010/38,5,19676,04/14/2010,Active,CY,CY,REEF,REEF,20,FEAEUR416,E  ,ITGTOPT ,IT,ITC,MED,ID,IDC,APA,ITGTOPT,IT,MED,ITC,IDJKT01,ID,IDC,APA,130.0,119.0
28,551105204,9/1/2010,2010/35,2010/35,1,22223,04/23/2010,Active,CY,CY,DRY,DRY,40,FEANAM621,W  ,USCHIJI ,US,USC,NAM,CN,PRE,NAS,USLSATM,US,NAM,USC,CNNPOTM,CN,PRE,NAS,68.0,51.0
29,551105662,9/14/2010,2010/37,2010/37,5,24916,04/23/2010,Active,CY,CY,DRY,TANK,20,SAFEUR278,S  ,GBTBYCT ,GB,GBC,NEU,ZA,SAF,AFR,GBTBYCT,GB,NEU,GBC,ZACPT04,ZA,SAF,AFR,,
30,551113619,9/13/2010,2010/37,2010/37,15,56085,04/26/2010,Active,CY,CY,REEF,REEF,20,MEDMED888,,DZALGTM ,DZ,MGB,MED,MA,MGB,MED,DZALGTM,DZ,MED,MGB,MAPTMTM,MA,MGB,MED,393.0,198.0
31,551150577,9/1/2010,2010/35,2010/35,5,10351,04/29/2010,Active,CY,CY,DRY,DRY,20,ELAEUR96I,ES ,DEHAMEK ,DE,DEC,NEU,BR,BRC,LAM,DEHAMEK,DE,NEU,DEC,BRSSZ01,BR,BRC,LAM,47.0,35.0
32,551164356,9/3/2010,2010/35,2010/35,5,13228,05/02/2010,Active,CY,CY,DRY,DRY,20,EAFEUR888,N  ,SDPZUTM ,SD,HOA,AFR,TR,BSE,MED,SDPZUTM,SD,AFR,HOA,TRIZMTC,TR,BSE,MED,74.0,25.0
33,551168763,9/8/2010,2010/36,2010/36,1,25562,05/03/2010,Active,SD,CY,REEF,REEF,40,MEANEU403,E  ,        ,PL,ECE,NEU,KW,JOC,WCA,PLGDNDCT,PL,NEU,ECE,KWSWKTM,KW,JOC,WCA,80.0,84.0
34,551185324,9/1/2010,2010/35,2010/35,15,729126,05/04/2010,Active,CY,CY,DRY,DRY,20,WAFFEAFW2,WF ,CIABJPT ,CI,CIC,AFR,MY,MYC,APA,CIABJPT,CI,AFR,CIC,MYPENTM,MY,MYC,APA,2670.0,2070.0
35,551189195,9/4/2010,2010/35,2010/35,5,22708,05/04/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,W  ,NZAKLTM ,NZ,NZC,APA,NC,NZC,APA,NZAKLTM,NZ,APA,NZC,NCNOUTM,NC,NZC,APA,66.0,42.0
36,551201217,9/5/2010,2010/35,2010/35,5,191867,05/06/2010,Active,CY,CY,DRY,DRY,20,FEAEUR401,E  ,NLROT01 ,NL,NLC,NEU,CN,PRN,NAS,NLROT01,NL,NEU,NLC,CNHSKTA,CN,PRN,NAS,710.0,498.0
37,551202432,9/20/2010,2010/38,2010/38,11,298856,05/06/2010,Active,CY,CY,DRY,DRY,40,FEAEUR410,E  ,FIKTKCT ,FI,RUC,NEU,JP,JPC,NAS,FIKTKCT,FI,NEU,RUC,JPYOKMY,JP,JPC,NAS,1122.0,892.0
38,551208220,9/1/2010,2010/35,2010/35,5,278,05/06/2010,Active,SD,SD,DRY,DRY,20,NEUNAM891,E  ,        ,US,USC,NAM,BE,BEC,NEU,USHOUTM,US,NAM,USC,NLROT01,NL,NLC,NEU,58.0,60.0
39,551217248,9/11/2010,2010/36,2010/36,1,7694,05/07/2010,Active,SD,CY,DRY,FLAT,40,WLAEUR848,S  ,        ,ES,IBE,MED,PR,CAR,LAM,ESBCN07,ES,MED,IBE,PRSJUSL,PR,CAR,LAM,124.0,166.0
40,551242543,9/1/2010,2010/35,2010/35,5,283162,05/11/2010,Active,CY,CY,DRY,DRY,20,WAFFEAFW2,WF ,CIABJPT ,CI,CIC,AFR,MY,MYC,APA,CIABJPT,CI,AFR,CIC,MYPENTM,MY,MYC,APA,890.0,690.0
41,551242607,9/22/2010,2010/38,2010/38,1,36724,05/11/2010,Active,CY,CY,DRY,DRY,20,MEDMED888,,RUNVSPT ,RU,RUC,NEU,ES,IBE,MED,RUNVSPT,RU,NEU,RUC,ESBCN07,ES,IBE,MED,154.0,170.0
42,551268882,9/7/2010,2010/36,2010/36,4,10591,05/12/2010,Active,CY,CY,DRY,DRY,40,MEAMED888,E  ,DZALGTM ,DZ,MGB,MED,PK,PKC,WCA,DZALGTM,DZ,MED,MGB,PKPQ1TM,PK,PKC,WCA,280.0,132.0
43,551270434,9/22/2010,2010/38,2010/38,4,19059,05/12/2010,Active,SD,CY,DRY,DRY,40,OCEEUR888,S  ,        ,DE,DEC,NEU,AU,AUC,APA,DEBRVTM,DE,NEU,DEC,AUMEL15,AU,AUC,APA,356.0,
44,551283724,9/19/2010,2010/37,2010/37,5,289049,05/14/2010,Active,CY,CY,DRY,DRY,20,AUSNEA081,N  ,AUBNETM ,AU,AUC,APA,TW,TWC,NAS,AUBNETM,AU,APA,AUC,TWKAO03,TW,TWC,NAS,470.0,272.0
45,551312710,9/4/2010,2010/35,2010/35,1,7582,05/19/2010,Active,CY,CY,DRY,DRY,40,OCEEUR888,N  ,AUBNE09 ,AU,AUC,APA,ES,IBE,MED,AUBNE09,AU,APA,AUC,ESVCITC,ES,IBE,MED,91.0,69.0
46,551320032,9/18/2010,2010/37,2010/37,1,45046,05/19/2010,Active,CY,CY,DRY,DRY,20,MEANAM600,E  ,USNFKAP ,US,USC,NAM,IN,INC,WCA,USNFKAP,US,NAM,USC,INJHTTM,IN,INC,WCA,206.0,112.0
47,551320598,9/11/2010,2010/36,2010/36,25,112968,05/19/2010,Active,CY,CY,DRY,DRY,20,MEANAM600,E  ,USNFKAP ,US,USC,NAM,IN,INC,WCA,USNFKAP,US,NAM,USC,INJHTTM,IN,INC,WCA,515.0,300.0
48,551332967,9/25/2010,2010/38,2010/38,1,28329,05/21/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZUFXCT ,NZ,NZC,APA,GH,CWA,AFR,NZUFXCT,NZ,APA,NZC,GHTMAMP,GH,CWA,AFR,113.0,114.0
49,551334768,9/19/2010,2010/37,2010/37,35,201899,05/21/2010,Active,CY,CY,DRY,DRY,20,AUSNEA081,N  ,AUBNETM ,AU,AUC,APA,TW,TWC,NAS,AUBNETM,AU,APA,AUC,TWKAO03,TW,TWC,NAS,329.0,194.0
50,551334768,9/19/2010,2010/37,2010/37,15,86884,05/21/2010,Active,CY,CY,DRY,DRY,20,AUSNEA081,N  ,AUBNETM ,AU,AUC,APA,TW,TWC,NAS,AUBNETM,AU,APA,AUC,TWKAO03,TW,TWC,NAS,,87.0
51,551343900,9/12/2010,2010/36,2010/36,2,11574,05/21/2010,Active,CY,CY,DRY,DRY,40,FEAEUR400,W  ,VNHPHNW ,VN,VNC,APA,GB,GBC,NEU,VNHPHNW,VN,APA,VNC,GBFXSTM,GB,GBC,NEU,138.0,112.0
52,551343915,9/26/2010,2010/38,2010/38,2,11574,05/21/2010,Active,CY,CY,DRY,DRY,40,FEAEUR412,W  ,VNHPHNW ,VN,VNC,APA,GB,GBC,NEU,VNHPHNW,VN,APA,VNC,GBFXSTM,GB,GBC,NEU,144.0,116.0
53,551344096,9/22/2010,2010/38,2010/38,5,20044,05/21/2010,Active,CY,CY,DRY,DRY,20,WAFFEA999,WF ,CISP0TM ,CI,CIC,AFR,AU,AUC,APA,CISP0TM,CI,AFR,CIC,AUSYD11,AU,AUC,APA,130.0,115.0
54,551345006,9/1/2010,2010/35,2010/35,1,28598,05/21/2010,Active,CY,CY,DRY,DRY,40,FEAEUR410,E  ,FIKTKCT ,FI,RUC,NEU,JP,JPC,NAS,FIKTKCT,FI,NEU,RUC,JPYOKMY,JP,JPC,NAS,94.0,72.0
55,551350304,9/28/2010,2010/39,2010/39,1,25485,05/23/2010,Active,CY,CY,DRY,DRY,40,WAFEUR999,S  ,EGALYAI ,EG,EGC,MED,MR,SNC,AFR,EGALYAI,EG,MED,EGC,MRNLUTM,MR,SNC,AFR,68.0,29.0
56,551357347,9/17/2010,2010/37,2010/37,7,143354,05/24/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,616.0,588.0
57,551358002,9/10/2010,2010/36,2010/36,5,1724,05/24/2010,Active,CY,CY,DRY,DRY,20,OCEENA061,S  ,USSAVGC ,US,USC,NAM,AU,AUC,APA,USSAVGC,US,NAM,USC,AUSYDTM,AU,AUC,APA,85.0,58.0
58,551358496,9/5/2010,2010/35,2010/35,20,577547,05/24/2010,Active,CY,CY,DRY,DRY,40,FEANAM760,W  ,USCHIJI ,US,USC,NAM,TW,TWC,NAS,USLGBPA,US,NAM,USC,TWKAOOD,TW,TWC,NAS,1310.0,982.0
59,551358925,9/12/2010,2010/36,2010/36,1,1625,05/24/2010,Active,CY,CY,DRY,DRY,40,WAFAMR888,AW ,USNWKSL ,US,USC,NAM,CD,CDC,AFR,USNWKSL,US,NAM,USC,CDMATTM,CD,CDC,AFR,166.0,103.0
60,551361440,9/25/2010,2010/38,2010/38,5,20119,05/25/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,N  ,AUMELTM ,AU,AUC,APA,IR,AEC,WCA,AUMELTM,AU,APA,AUC,IRBNDTM,IR,AEC,WCA,101.0,
61,551361440,9/25/2010,2010/38,2010/38,1,40238,05/25/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,N  ,AUMELTM ,AU,AUC,APA,IR,AEC,WCA,AUMELTM,AU,APA,AUC,IRBNDTM,IR,AEC,WCA,202.0,92.0
62,551377970,9/14/2010,2010/37,2010/37,1,10451,05/25/2010,Active,SD,CY,REEF,REEF,40,ELANAM999,R  ,        ,US,USC,NAM,BR,BRC,LAM,USLSATM,US,NAM,USC,BRSSZ37,BR,BRC,LAM,58.0,70.0
63,551378044,9/4/2010,2010/35,2010/35,1,29061,05/25/2010,Active,CY,CY,REEF,REEF,40,FEANAM999,W  ,CAMONCT ,CA,USC,NAM,PH,PHC,APA,CAMONCT,CA,NAM,USC,PHMNLTM,PH,PHC,APA,87.0,90.0
64,551378573,9/29/2010,2010/39,2010/39,1,21878,05/25/2010,Active,CY,CY,DRY,DRY,40,FEANAM621,W  ,USDALSP ,US,USC,NAM,CN,PRS,NAS,USLSATM,US,NAM,USC,CNSJYCK,CN,PRS,NAS,84.0,75.0
65,551386158,9/4/2010,2010/35,2010/35,1,31107,05/26/2010,Active,CY,CY,DRY,DRY,40,NZLFEA071,N  ,NZPORTM ,NZ,NZC,APA,VN,VNC,APA,NZPORTM,NZ,APA,NZC,VNSGNCL,VN,VNC,APA,107.0,109.0
66,551386167,9/25/2010,2010/38,2010/38,2,62281,05/26/2010,Active,CY,CY,DRY,DRY,40,NZLFEA071,N  ,NZPORTM ,NZ,NZC,APA,VN,VNC,APA,NZPORTM,NZ,APA,NZC,VNSGNCL,VN,VNC,APA,210.0,176.0
67,551392576,9/21/2010,2010/38,2010/38,5,8951,05/26/2010,Active,CY,CY,DRY,DRY,20,WAFFEA999,FW ,CNNPOTM ,CN,PRE,NAS,MR,SNC,AFR,CNNPOTM,CN,NAS,PRE,MRNLUTM,MR,SNC,AFR,75.0,65.0
68,551406856,9/20/2010,2010/38,2010/38,2,26236,05/27/2010,Active,CY,CY,DRY,DRY,45,MEDNAM602,E  ,USOAKJI ,US,USC,NAM,EG,EGC,MED,USHOUTM,US,NAM,USC,EGALYAI,EG,EGC,MED,274.0,236.0
69,551417003,9/25/2010,2010/38,2010/38,5,230163,05/28/2010,Active,CY,CY,DRY,DRY,20,MEANAM600,E  ,USNFKAP ,US,USC,NAM,IN,INC,WCA,USNFKAP,US,NAM,USC,INJHTTM,IN,INC,WCA,1070.0,677.0
70,551421202,9/2/2010,2010/35,2010/35,5,26615,05/31/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,N  ,NZNELPT ,NZ,NZC,APA,GB,GBC,NEU,NZNELPT,NZ,APA,NZC,GBFXSTM,GB,GBC,NEU,103.0,87.0
71,551427925,9/3/2010,2010/35,2010/35,2,42309,05/31/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,168.0,155.0
72,551427985,9/10/2010,2010/36,2010/36,2,42231,05/31/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,174.0,170.0
73,551429657,9/7/2010,2010/36,2010/36,5,12578,06/01/2010,Active,CY,CY,DRY,DRY,20,AUSNEA080,N  ,AUSYD11 ,AU,AUC,APA,RU,RUC,NEU,AUSYD11,AU,APA,AUC,RUVLVUN,RU,RUC,NEU,86.0,54.0
74,551429657,9/7/2010,2010/36,2010/36,1,21685,06/01/2010,Active,CY,CY,DRY,DRY,40,AUSNEA080,N  ,AUSYD11 ,AU,AUC,APA,RU,RUC,NEU,AUSYD11,AU,APA,AUC,RUVLVUN,RU,RUC,NEU,77.0,51.0
75,551429897,9/15/2010,2010/37,2010/37,2,100214,06/01/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,N  ,NZAKLTM ,NZ,NZC,APA,KE,KEC,AFR,NZAKLTM,NZ,APA,NZC,KEMBATM,KE,KEC,AFR,392.0,334.0
76,551430784,9/4/2010,2010/35,2010/35,1,27899,06/01/2010,Active,CY,CY,DRY,DRY,40,AUSSEA080,N  ,AUMELTM ,AU,AUC,APA,ID,IDC,APA,AUMELTM,AU,APA,AUC,IDJKT01,ID,IDC,APA,56.0,44.0
77,551435890,9/16/2010,2010/37,2010/37,5,496,06/01/2010,Active,CY,CY,DRY,DRY,20,WAFEUR999,S  ,MACASTM ,MA,MGB,MED,SN,SNC,AFR,MACASTM,MA,MED,MGB,SNDKRPT,SN,SNC,AFR,63.0,44.0
78,551437368,9/20/2010,2010/38,2010/38,1,15834,06/01/2010,Active,CY,CY,DRY,DRY,40,MEDNAM602,E  ,USHOUTM ,US,USC,NAM,IL,ILC,MED,USHOUTM,US,NAM,USC,ILHFAPT,IL,ILC,MED,72.0,42.0
79,551437454,9/8/2010,2010/36,2010/36,5,15725,06/01/2010,Active,CY,CY,DRY,DRY,20,MEANAM602,E  ,USHOUTM ,US,USC,NAM,IN,INC,WCA,USHOUTM,US,NAM,USC,INJHTTM,IN,INC,WCA,121.0,72.0
80,551437781,9/8/2010,2010/36,2010/36,1,27148,06/01/2010,Active,CY,CY,DRY,DRY,40,WAFAMR888,AW ,USHOUTM ,US,USC,NAM,CD,CDC,AFR,USHOUTM,US,NAM,USC,CDMATTM,CD,CDC,AFR,181.0,102.0
81,551438339,9/8/2010,2010/36,2010/36,1,28051,06/01/2010,Active,CY,CY,DRY,DRY,40,WAFAMR888,AW ,USHOUTM ,US,USC,NAM,LR,SNC,AFR,USHOUTM,US,NAM,USC,LRMLWPT,LR,SNC,AFR,121.0,76.0
82,551438871,9/9/2010,2010/36,2010/36,6,141602,06/01/2010,Active,CY,CY,DRY,DRY,40,OCEOCE062,W  ,NZNELPT ,NZ,NZC,APA,AU,AUC,APA,NZNELPT,NZ,APA,NZC,AUSYD11,AU,AUC,APA,378.0,294.0
83,551447238,9/1/2010,2010/35,2010/35,1,20085,06/02/2010,Active,SD,CY,REEF,REEF,40,MEANEU403,E  ,        ,PL,ECE,NEU,SA,SAC,WCA,PLGDNDCT,PL,NEU,ECE,SAJEDTM,SA,SAC,WCA,72.0,74.0
84,551465135,9/1/2010,2010/35,2010/35,15,64107,06/04/2010,Active,CY,CY,DRY,DRY,20,WAFEURW6A,S  ,NOAESPT ,NO,SCA,NEU,CI,CIC,AFR,NOAESPT,NO,NEU,SCA,CIABJPT,CI,CIC,AFR,234.0,
85,551465157,9/15/2010,2010/37,2010/37,15,64107,06/04/2010,Active,CY,CY,DRY,DRY,20,WAFEURW6A,S  ,NOAESPT ,NO,SCA,NEU,CI,CIC,AFR,NOAESPT,NO,NEU,SCA,CIABJPT,CI,CIC,AFR,231.0,123.0
86,551473630,9/8/2010,2010/36,2010/36,1,25562,06/07/2010,Active,SD,CY,REEF,REEF,40,MEANEU403,E  ,        ,PL,ECE,NEU,AE,AEC,WCA,PLGDNDCT,PL,NEU,ECE,AEJALTM,AE,AEC,WCA,63.0,67.0
87,551479083,9/7/2010,2010/36,2010/36,1,5651,06/07/2010,Active,CY,CY,DRY,DRY,40,OCEOCE999,W  ,NZAKLTM ,NZ,NZC,APA,AU,AUC,APA,NZAKLTM,NZ,APA,NZC,AUMEL15,AU,AUC,APA,50.0,34.0
88,551479428,9/20/2010,2010/38,2010/38,1,13485,06/07/2010,Active,SD,CY,DRY,DRY,40,MEANAM600,E  ,        ,US,USC,NAM,OM,AEC,WCA,USNWKSL,US,NAM,USC,OMMCTTM,OM,AEC,WCA,68.0,73.0
89,551479632,9/19/2010,2010/37,2010/37,1,2364,06/07/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZLYTPT ,NZ,NZC,APA,GH,CWA,AFR,NZLYTPT,NZ,APA,NZC,GHTMAMP,GH,CWA,AFR,98.0,101.0
90,551479634,9/10/2010,2010/36,2010/36,1,28204,06/07/2010,Active,CY,CY,REEF,REEF,40,NZLFEA071,N  ,NZNWLCT ,NZ,NZC,APA,CN,PRN,NAS,NZNWLCT,NZ,APA,NZC,CNDAIDT,CN,PRN,NAS,105.0,105.0
91,551483518,9/27/2010,2010/39,2010/39,5,195109,06/08/2010,Active,CY,CY,DRY,DRY,20,WAFFEA999,WF ,AONAMTM ,AO,AOC,AFR,CN,PRN,NAS,AONAMTM,AO,AFR,AOC,CNHSKTA,CN,PRN,NAS,970.0,890.0
92,551483529,9/22/2010,2010/38,2010/38,5,33,06/08/2010,Active,CY,CY,DRY,DRY,20,EUREUR42N,S  ,FIHELTM ,FI,RUC,NEU,MA,MGB,MED,FIHELTM,FI,NEU,RUC,MACASTM,MA,MGB,MED,53.0,33.0
93,551486974,9/14/2010,2010/37,2010/37,10,218951,06/08/2010,Active,SD,SD,DRY,DRY,40,MEDNAM602,W  ,        ,UA,BSE,MED,US,USC,NAM,UAILJPT,UA,MED,BSE,USHOUTM,US,USC,NAM,1060.0,319.0
94,551487909,9/15/2010,2010/37,2010/37,10,28936,06/08/2010,Active,CY,CY,REEF,REEF,40,EUREUR43G,S  ,DEBRVTM ,DE,DEC,NEU,EG,EGC,MED,DEBRVTM,DE,NEU,DEC,EGALYAI,EG,EGC,MED,380.0,380.0
95,551488504,9/23/2010,2010/38,2010/38,1,7006,06/08/2010,Active,SD,CY,DRY,DRY,40,FEAENA750,W  ,        ,US,USC,NAM,ID,IDC,APA,USNFKAP,US,NAM,USC,IDJKT01,ID,IDC,APA,100.0,113.0
96,551489456,9/9/2010,2010/36,2010/36,3,78926,06/09/2010,Active,CY,CY,DRY,DRY,40,OCEOCE062,W  ,NZNELPT ,NZ,NZC,APA,AU,AUC,APA,NZNELPT,NZ,APA,NZC,AUSYD11,AU,AUC,APA,189.0,149.0
97,551490291,9/8/2010,2010/36,2010/36,993,24257,06/09/2010,Active,CY,CY,DRY,DRY,40,NZLFEA071,N  ,NZAKLTM ,NZ,NZC,APA,SG,MYC,APA,NZAKLTM,NZ,APA,NZC,SGSINPS,SG,MYC,APA,720.0,468.0
98,551490298,9/23/2010,2010/38,2010/38,992,29183,06/09/2010,Active,CY,CY,DRY,DRY,40,NZLFEA071,N  ,NZAKLTM ,NZ,NZC,APA,SG,MYC,APA,NZAKLTM,NZ,APA,NZC,SGSINPS,SG,MYC,APA,720.0,444.0
