,Shipment Number,ATF Port Dep 1 Date,ATF Port Dep 1 Yr/Week,Operational plan Port Dep 1 Yr/Week,FFE,TON,Booking Create Date,Booking Status,Receipt Service Mode,Delivery Service Mode,Cargo Type,Container Type,Container Size,String,String Direction,POR Site Code,POR Country Code,POR Cluster Code,POR Region Code,POD Country Code,POD Cluster Code,POD Region Code,LOPFI Site Code,LOPFI Country Code,LOPFI Region Code,LOPFI Cluster Code,DIPLA Site Code,DIPLA Country Code,DIPLA Cluster Code,DIPLA Region Code,Est Trans days,Atf Trans days
9353,552046113,9/6/2010,2010/36,2010/36,1,5988,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,W  ,CNIWNMC ,CN,PRS,NAS,SI,ITC,MED,CNIWNMC,CN,NAS,PRS,SIKOPTM,SI,ITC,MED,73.0,54.0
9354,552046117,9/6/2010,2010/36,2010/36,1,963,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,W  ,CNIWNMC ,CN,PRS,NAS,SI,ITC,MED,CNIWNMC,CN,NAS,PRS,SIKOPTM,SI,ITC,MED,73.0,54.0
9355,552046123,9/6/2010,2010/36,2010/36,1,963,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,W  ,CNIWNMC ,CN,PRS,NAS,SI,ITC,MED,CNIWNMC,CN,NAS,PRS,SIKOPTM,SI,ITC,MED,73.0,54.0
9356,552046131,9/6/2010,2010/36,2010/36,1,963,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,W  ,CNIWNMC ,CN,PRS,NAS,SI,ITC,MED,CNIWNMC,CN,NAS,PRS,SIKOPTM,SI,ITC,MED,73.0,54.0
9357,552046133,9/6/2010,2010/36,2010/36,1,8148,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,W  ,CNIWNMC ,CN,PRS,NAS,SI,ITC,MED,CNIWNMC,CN,NAS,PRS,SIKOPTM,SI,ITC,MED,73.0,54.0
9358,552046137,9/6/2010,2010/36,2010/36,1,12117,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,W  ,CNIWNMC ,CN,PRS,NAS,SI,ITC,MED,CNIWNMC,CN,NAS,PRS,SIKOPTM,SI,ITC,MED,73.0,54.0
9359,552046141,9/5/2010,2010/35,2010/35,2,30191,08/16/2010,Active,CY,CY,DRY,DRY,40,WAFFEA999,FW ,SGSINPS ,SG,MYC,APA,GA,CMC,AFR,SGSINPS,SG,APA,MYC,GALBVTM,GA,CMC,AFR,160.0,118.0
9360,552046148,9/17/2010,2010/37,2010/37,1,25342,08/16/2010,Active,CY,CY,DRY,DRY,40,EUREUR42N,S  ,BEANTDGD,BE,BEC,NEU,MA,MGB,MED,BEANTDGD,BE,NEU,BEC,MACASTM,MA,MGB,MED,58.0,42.0
9361,552046158,9/8/2010,2010/36,2010/36,5,11279,08/16/2010,Active,SD,CY,DRY,DRY,20,FEAEUR401,E  ,        ,DE,DEC,NEU,TW,TWC,NAS,BEANTDGD,BE,NEU,BEC,TWKEEOD,TW,TWC,NAS,132.0,134.0
9362,552046169,9/17/2010,2010/37,2010/37,5,10626,08/16/2010,Active,SD,CY,DRY,DRY,20,NEUNAM999,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,CAMONCT,CA,USC,NAM,170.0,134.0
9363,552046173,9/7/2010,2010/36,2010/36,1,3395,08/16/2010,Active,CY,CY,DRY,DRY,40,FEANAM621,E  ,CNYATCT ,CN,PRS,NAS,US,USC,NAM,CNYATCT,CN,NAS,PRS,USLSATM,US,USC,NAM,95.0,57.0
9364,552046176,9/20/2010,2010/38,2010/38,5,21092,08/16/2010,Active,SD,CY,DRY,DRY,20,ELAEUR96I,ES ,        ,BE,BEC,NEU,BR,BRC,LAM,BEANT730,BE,NEU,BEC,BRSSZ01,BR,BRC,LAM,87.0,68.0
9365,552046177,9/17/2010,2010/37,2010/37,7,13872,08/16/2010,Active,SD,SD,DRY,DRY,40,FEAEUR410,E  ,        ,SE,SCA,NEU,SG,MYC,APA,SEGOT01,SE,NEU,SCA,MYTPPTM,MY,MYC,APA,469.0,584.0
9366,552046178,9/7/2010,2010/36,2010/36,1,3221,08/16/2010,Active,CY,CY,DRY,DRY,40,FEANAM621,E  ,CNYATCT ,CN,PRS,NAS,US,USC,NAM,CNYATCT,CN,NAS,PRS,USLSATM,US,USC,NAM,95.0,57.0
9367,552046179,9/7/2010,2010/36,2010/36,15,5656,08/16/2010,Active,CY,CY,DRY,DRY,20,WAFEURW6A,S  ,MACASTM ,MA,MGB,MED,CM,CMC,AFR,MACASTM,MA,MED,MGB,CMDLATM,CM,CMC,AFR,252.0,141.0
9368,552046179,9/7/2010,2010/36,2010/36,8,203022,08/16/2010,Active,CY,CY,DRY,DRY,40,WAFEURW6A,S  ,MACASTM ,MA,MGB,MED,CM,CMC,AFR,MACASTM,MA,MED,MGB,CMDLATM,CM,CMC,AFR,544.0,329.0
9369,552046182,9/11/2010,2010/36,2010/36,3,33469,08/16/2010,Active,CY,CY,DRY,DRY,40,FEANAM621,E  ,CNYATCT ,CN,PRS,NAS,US,USC,NAM,CNYATCT,CN,NAS,PRS,USLSATM,US,USC,NAM,303.0,204.0
9370,552046184,9/7/2010,2010/36,2010/36,2,4116,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,E  ,MACASTM ,MA,MGB,MED,KR,KRC,NAS,MACASTM,MA,MED,MGB,KRBUSPN,KR,KRC,NAS,146.0,124.0
9371,552046186,9/7/2010,2010/36,2010/36,1,8963,08/16/2010,Active,CY,CY,DRY,DRY,40,FEANAM621,E  ,CNYATCT ,CN,PRS,NAS,US,USC,NAM,CNYATCT,CN,NAS,PRS,USLSATM,US,USC,NAM,86.0,52.0
9372,552046190,9/7/2010,2010/36,2010/36,1,3586,08/16/2010,Active,CY,CY,DRY,DRY,40,FEANAM621,E  ,CNYATCT ,CN,PRS,NAS,US,USC,NAM,CNYATCT,CN,NAS,PRS,USLSATM,US,USC,NAM,95.0,58.0
9373,552046195,9/14/2010,2010/37,2010/37,5,21092,08/16/2010,Active,SD,CY,DRY,DRY,20,ELAEUR96I,ES ,        ,BE,BEC,NEU,BR,BRC,LAM,BEANT730,BE,NEU,BEC,BRSSZ01,BR,BRC,LAM,87.0,60.0
9374,552046204,9/5/2010,2010/35,2010/35,1,5588,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,W  ,CNYATCT ,CN,PRS,NAS,ES,IBE,MED,CNYATCT,CN,NAS,PRS,ESVCITC,ES,IBE,MED,81.0,67.0
9375,552046211,9/5/2010,2010/35,2010/35,999,8268,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,W  ,CNYATCT ,CN,PRS,NAS,ES,IBE,MED,CNYATCT,CN,NAS,PRS,ESVCITC,ES,IBE,MED,162.0,134.0
9376,552046218,9/19/2010,2010/37,2010/37,27,627402,08/31/2010,Active,SD,CY,DRY,DRY,40,FEAEUR418,E  ,        ,DE,DEC,NEU,CN,PRE,NAS,DEHAMBK,DE,NEU,DEC,CNSGHY1,CN,PRE,NAS,2376.0,
9377,552046219,9/5/2010,2010/35,2010/35,1,623,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,W  ,CNYATCT ,CN,PRS,NAS,ES,IBE,MED,CNYATCT,CN,NAS,PRS,ESVCITC,ES,IBE,MED,83.0,71.0
9378,552046220,9/5/2010,2010/35,2010/35,1,6016,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,W  ,CNYATCT ,CN,PRS,NAS,ES,IBE,MED,CNYATCT,CN,NAS,PRS,ESVCITC,ES,IBE,MED,83.0,71.0
9379,552046221,9/5/2010,2010/35,2010/35,999,4256,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,W  ,CNYATCT ,CN,PRS,NAS,ES,IBE,MED,CNYATCT,CN,NAS,PRS,ESVCITC,ES,IBE,MED,166.0,142.0
9380,552046222,9/5/2010,2010/35,2010/35,999,8643,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,W  ,CNYATCT ,CN,PRS,NAS,ES,IBE,MED,CNYATCT,CN,NAS,PRS,ESVCITC,ES,IBE,MED,166.0,142.0
9381,552046228,9/5/2010,2010/35,2010/35,1,3876,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR621,W  ,CNYATCT ,CN,PRS,NAS,ES,IBE,MED,CNYATCT,CN,NAS,PRS,ESVCITC,ES,IBE,MED,83.0,71.0
9382,552046233,9/3/2010,2010/35,2010/35,994,173,08/16/2010,Active,CY,CY,REEF,REEF,40,MEANEU403,E  ,NLROT01 ,NL,NLC,NEU,IN,INC,WCA,NLROT01,NL,NEU,NLC,INJHTTM,IN,INC,WCA,352.0,550.0
9383,552046255,9/9/2010,2010/36,2010/36,95,511312,08/16/2010,Active,CY,CY,DRY,DRY,20,EAFFEA888,EF ,TZDARTM ,TZ,KEC,AFR,CN,PRE,NAS,TZDARTM,TZ,AFR,KEC,CNSGHY1,CN,PRE,NAS,1691.0,1292.0
9384,552046260,9/5/2010,2010/35,2010/35,5,22623,08/16/2010,Active,CY,CY,DRY,DRY,20,FEAEUR680,W  ,HKHKGMO ,HK,PRS,NAS,LT,RUC,NEU,HKHKGMO,HK,NAS,PRS,LTKLPPT,LT,RUC,NEU,75.0,62.0
9385,552046275,9/6/2010,2010/36,2010/36,5,19676,08/16/2010,Active,CY,CY,DRY,DRY,20,FEAEUR412,W  ,THBKKLK ,TH,THC,APA,NL,NLC,NEU,THLZPB1,TH,APA,THC,NLROT01,NL,NLC,NEU,80.0,70.0
9386,552046300,9/2/2010,2010/35,2010/35,1,22256,08/16/2010,Active,CY,CY,DRY,DRY,40,NEUNAM892,W  ,DEBRV04 ,DE,DEC,NEU,US,USC,NAM,DEBRV04,DE,NEU,DEC,USNFKTM,US,USC,NAM,63.0,28.0
9387,552046329,9/20/2010,2010/38,2010/38,1,23126,08/16/2010,Active,CY,CY,DRY,DRY,40,ELAEUR96I,ES ,BEANT730,BE,BEC,NEU,BR,BRC,LAM,BEANT730,BE,NEU,BEC,BRSSZ01,BR,BRC,LAM,88.0,62.0
9388,552046330,9/3/2010,2010/35,2010/35,5,22046,08/16/2010,Active,SD,CY,DRY,DRY,20,MEDNAM643,W  ,        ,IT,ITC,MED,US,USC,NAM,ITLGHTM,IT,MED,ITC,USMIATM,US,USC,NAM,83.0,56.0
9389,552046349,9/1/2010,2010/35,2010/35,5,15432,08/16/2010,Active,SD,CY,DRY,DRY,20,OCEEUR888,S  ,        ,DE,DEC,NEU,AU,AUC,APA,DEBRVTM,DE,NEU,DEC,AUMEL15,AU,AUC,APA,82.0,109.0
9390,552046377,9/1/2010,2010/35,2010/35,6,40458,08/16/2010,Active,CY,SD,DRY,DRY,40,FEANAM621,E  ,VNSGNTN ,VN,VNC,APA,US,USC,NAM,VNVUNSP,VN,APA,VNC,USLSATM,US,USC,NAM,516.0,654.0
9391,552046381,9/2/2010,2010/35,2010/35,1,10422,08/16/2010,Active,CY,CY,DRY,DRY,40,SAFFEA160,W  ,CNYATCT ,CN,PRS,NAS,ZA,SAF,AFR,CNYATCT,CN,NAS,PRS,ZADUR04,ZA,SAF,AFR,106.0,85.0
9392,552046387,8/27/2010,2010/34,2010/35,5,12522,08/16/2010,Active,CY,CY,DRY,DRY,20,FEAEUR419,W  ,CNHUPCL ,CN,PRS,NAS,IT,ITC,MED,CNHUPCL,CN,NAS,PRS,ITADITM,IT,ITC,MED,69.0,62.0
9393,552046388,9/13/2010,2010/37,2010/37,5,51037,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR416,W  ,THLZPB1 ,TH,THC,APA,EG,EGC,MED,THLZPB1,TH,APA,THC,EGPSDTM,EG,EGC,MED,420.0,331.0
9394,552046391,9/13/2010,2010/37,2010/37,10,100348,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR416,W  ,THLZPB1 ,TH,THC,APA,EG,EGC,MED,THLZPB1,TH,APA,THC,EGPSDTM,EG,EGC,MED,840.0,662.0
9395,552046399,9/2/2010,2010/35,2010/35,1,10433,08/16/2010,Active,SD,SD,DRY,DRY,40,NEUNAM892,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRV04,DE,NEU,DEC,USNFKTM,US,USC,NAM,73.0,43.0
9396,552046407,9/1/2010,2010/35,2010/35,5,3733,08/16/2010,Active,CY,CY,DRY,DRY,20,FEAEUR410,E  ,NLROT01 ,NL,NLC,NEU,JP,JPC,NAS,NLROT01,NL,NEU,NLC,JPYOKMY,JP,JPC,NAS,71.0,48.0
9397,552046421,9/3/2010,2010/35,2010/35,1,16719,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR416,W  ,CNYATCT ,CN,PRS,NAS,FR,FRC,NEU,CNYATCT,CN,NAS,PRS,FRFSMTM,FR,FRC,NEU,79.0,77.0
9398,552046422,9/2/2010,2010/35,2010/35,5,19538,08/16/2010,Active,SD,CY,DRY,DRY,20,EUREUR43C,S  ,        ,DE,DEC,NEU,TR,BSE,MED,BEANTDGD,BE,NEU,BEC,TRKORTM,TR,BSE,MED,65.0,56.0
9399,552046428,9/1/2010,2010/35,2010/35,5,14773,08/16/2010,Active,CY,CY,DRY,DRY,20,ELAEUR101,ES ,DEBRVTM ,DE,DEC,NEU,BR,BRC,LAM,DEBRVTM,DE,NEU,DEC,BRSSZ30P,BR,BRC,LAM,60.0,43.0
9400,552046432,9/1/2010,2010/35,2010/35,1,17025,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,TH,THC,APA,BEANTDGD,BE,NEU,BEC,THLZPB1,TH,THC,APA,56.0,42.0
9401,552046449,9/12/2010,2010/36,2010/36,4,111996,08/16/2010,Active,CY,CY,REEF,REEF,40,MEANEU403,E  ,DEHAMBK ,DE,DEC,NEU,IR,AEC,WCA,DEHAMBK,DE,NEU,DEC,IRBNDTM,IR,AEC,WCA,256.0,252.0
9402,552046470,9/1/2010,2010/35,2010/35,1,9367,08/16/2010,Active,CY,CY,DRY,DRY,40,,,EGPSDTM ,EG,EGC,MED,FR,FRC,NEU,EGPSDTM,EG,MED,EGC,FRFSMTM,FR,FRC,NEU,50.0,38.0
9403,552046481,9/4/2010,2010/35,2010/35,1,24634,08/16/2010,Active,SD,CY,DRY,DRY,40,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USCHSTM,US,USC,NAM,82.0,51.0
9404,552046486,9/3/2010,2010/35,2010/35,5,6174,08/16/2010,Active,CY,CY,DRY,DRY,20,FEAEUR412,W  ,TWTAICC ,TW,TWC,NAS,LV,RUC,NEU,TWKAOOD,TW,NAS,TWC,LVRIXTM,LV,RUC,NEU,82.0,68.0
9405,552046490,9/8/2010,2010/36,2010/36,1,6834,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,JP,JPC,NAS,BEANTDGD,BE,NEU,BEC,JPYOKMY,JP,JPC,NAS,71.0,55.0
9406,552046493,9/9/2010,2010/36,2010/36,5,7045,08/16/2010,Active,CY,CY,DRY,DRY,20,FEAEUR401,E  ,DEHAMEK ,DE,DEC,NEU,CN,PRN,NAS,DEHAMEK,DE,NEU,DEC,CNDAIDT,CN,PRN,NAS,61.0,44.0
9407,552046493,9/9/2010,2010/36,2010/36,4,42823,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,E  ,DEHAMEK ,DE,DEC,NEU,CN,PRN,NAS,DEHAMEK,DE,NEU,DEC,CNDAIDT,CN,PRN,NAS,354.0,258.0
9408,552046496,9/4/2010,2010/35,2010/35,1,23589,08/16/2010,Active,CY,CY,DRY,DRY,40,NEUNAM892,W  ,FRLEHTPO,FR,FRC,NEU,US,USC,NAM,FRLEHTPO,FR,NEU,FRC,USOAKTP,US,USC,NAM,73.0,52.0
9409,552046516,9/1/2010,2010/35,2010/35,1,24141,08/16/2010,Active,CY,SD,DRY,DRY,40,FEAEUR410,E  ,NLROT01 ,NL,NLC,NEU,JP,JPC,NAS,NLROT01,NL,NEU,NLC,JPYOKMY,JP,JPC,NAS,64.0,58.0
9410,552046522,9/20/2010,2010/38,2010/38,5,11563,08/16/2010,Active,CY,CY,DRY,DRY,20,ELAEUR96I,ES ,BEANT730,BE,BEC,NEU,BR,BRC,LAM,BEANT730,BE,NEU,BEC,BRSSZ01,BR,BRC,LAM,75.0,51.0
9411,552046526,9/1/2010,2010/35,2010/35,1,8745,08/16/2010,Active,CY,CY,DRY,DRY,40,MEDMED888,,EGPSDTM ,EG,EGC,MED,IT,ITC,MED,EGPSDTM,EG,MED,EGC,ITGOA11,IT,ITC,MED,38.0,30.0
9412,552046528,9/1/2010,2010/35,2010/35,1,10168,08/16/2010,Active,CY,CY,DRY,DRY,40,MEDMED888,,EGPSDTM ,EG,EGC,MED,IT,ITC,MED,EGPSDTM,EG,MED,EGC,ITGOA11,IT,ITC,MED,38.0,31.0
9413,552046541,9/4/2010,2010/35,2010/35,1,20574,08/16/2010,Active,SD,CY,DRY,DRY,40,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USCHSTM,US,USC,NAM,82.0,47.0
9414,552046546,9/4/2010,2010/35,2010/35,1,21097,08/16/2010,Active,SD,CY,DRY,DRY,40,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USCHSTM,US,USC,NAM,82.0,47.0
9415,552046552,9/14/2010,2010/37,2010/37,5,5568,08/16/2010,Active,CY,CY,DRY,DRY,20,CAMFEA691,E  ,THLZPB1 ,TH,THC,APA,MX,MIC,LAM,THLZPB1,TH,APA,THC,MXLZC01,MX,MIC,LAM,91.0,88.0
9416,552046552,9/14/2010,2010/37,2010/37,1,12339,08/16/2010,Active,CY,CY,DRY,DRY,40,CAMFEA691,E  ,THLZPB1 ,TH,THC,APA,MX,MIC,LAM,THLZPB1,TH,APA,THC,MXLZC01,MX,MIC,LAM,118.0,114.0
9417,552046558,9/2/2010,2010/35,2010/35,5,4603,08/16/2010,Active,CY,CY,DRY,DRY,20,SAFFEA160,W  ,CNYATCT ,CN,PRS,NAS,ZA,SAF,AFR,CNYATCT,CN,NAS,PRS,ZACPT04,ZA,SAF,AFR,73.0,59.0
9418,552046562,9/6/2010,2010/36,2010/36,1,25957,08/16/2010,Active,CY,CY,DRY,DRY,40,WAFFEAFW3,W  ,CNYATCT ,CN,PRS,NAS,NG,CWA,AFR,CNYATCT,CN,NAS,PRS,NGVU2PT,NG,CWA,AFR,139.0,108.0
9419,552046564,9/6/2010,2010/36,2010/36,1,25247,08/16/2010,Active,CY,CY,DRY,DRY,40,WAFFEAFW3,W  ,CNYATCT ,CN,PRS,NAS,NG,CWA,AFR,CNYATCT,CN,NAS,PRS,NGVU2PT,NG,CWA,AFR,139.0,108.0
9420,552046565,9/6/2010,2010/36,2010/36,1,24401,08/16/2010,Active,CY,CY,DRY,DRY,40,WAFFEAFW3,W  ,CNYATCT ,CN,PRS,NAS,NG,CWA,AFR,CNYATCT,CN,NAS,PRS,NGVU2PT,NG,CWA,AFR,139.0,108.0
9421,552046575,9/15/2010,2010/37,2010/37,5,9914,08/16/2010,Active,CY,CY,DRY,DRY,20,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,CN,PRN,NAS,BEANTDGD,BE,NEU,BEC,CNDAIDT,CN,PRN,NAS,65.0,45.0
9422,552046590,9/15/2010,2010/37,2010/37,1,26965,08/16/2010,Active,CY,CY,DRY,DRY,40,EUREUR43G,S  ,DEBRVTM ,DE,DEC,NEU,IL,ILC,MED,DEBRVTM,DE,NEU,DEC,ILHFAPT,IL,ILC,MED,53.0,37.0
9423,552046599,9/16/2010,2010/37,2010/37,5,71751,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,E  ,DEHAMEK ,DE,DEC,NEU,CN,PRN,NAS,DEHAMEK,DE,NEU,DEC,CNDAIDT,CN,PRN,NAS,471.0,338.0
9424,552046603,9/6/2010,2010/36,2010/36,5,138,08/16/2010,Active,CY,CY,DRY,DRY,20,MEANEU412,E  ,DEBRVTM ,DE,DEC,NEU,IN,INC,WCA,DEBRVTM,DE,NEU,DEC,INMAATM,IN,INC,WCA,76.0,47.0
9425,552046608,9/4/2010,2010/35,2010/35,1,21176,08/16/2010,Active,SD,CY,DRY,DRY,40,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USCHSTM,US,USC,NAM,80.0,47.0
9426,552046620,9/4/2010,2010/35,2010/35,1,10476,08/16/2010,Active,CY,CY,DRY,DRY,40,EUREUR43G,N  ,EGPSDTM ,EG,EGC,MED,PL,ECE,NEU,EGPSDTM,EG,MED,EGC,PLGDNDCT,PL,ECE,NEU,40.0,36.0
9427,552046633,9/23/2010,2010/38,2010/38,8,90362,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,E  ,DEHAMEK ,DE,DEC,NEU,CN,PRN,NAS,DEHAMEK,DE,NEU,DEC,CNDAIDT,CN,PRN,NAS,727.0,523.0
9428,552046645,9/3/2010,2010/35,2010/35,1,21161,08/16/2010,Active,SD,CY,DRY,DRY,40,SAFEUR278,S  ,        ,DE,DEC,NEU,ZA,SAF,AFR,DEBRVTM,DE,NEU,DEC,ZADUR04,ZA,SAF,AFR,68.0,71.0
9429,552046650,9/18/2010,2010/37,2010/37,2,44499,08/16/2010,Active,CY,CY,DRY,DRY,40,MEANEU403,E  ,NLROT01 ,NL,NLC,NEU,IN,INC,WCA,NLROT01,NL,NEU,NLC,INJHTTM,IN,INC,WCA,150.0,112.0
9430,552046651,9/18/2010,2010/37,2010/37,1,17984,08/16/2010,Active,SD,CY,DRY,DRY,40,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USCHSTM,US,USC,NAM,82.0,57.0
9431,552046660,9/18/2010,2010/37,2010/37,1,19775,08/16/2010,Active,CY,CY,DRY,DRY,40,MEAMEA888,R  ,QADOHTM ,QA,AEC,WCA,AE,AEC,WCA,QADOHTM,QA,WCA,AEC,AEJALTM,AE,AEC,WCA,20.0,8.0
9432,552046660,9/18/2010,2010/37,2010/37,4,70614,08/16/2010,Active,CY,CY,DRY,DRY,40,MEAMEA888,R  ,QADOHTM ,QA,AEC,WCA,AE,AEC,WCA,QADOHTM,QA,WCA,AEC,AEJALTM,AE,AEC,WCA,132.0,32.0
9433,552046666,9/1/2010,2010/35,2010/35,1,9006,08/16/2010,Active,CY,SD,DRY,DRY,40,FEANAM770,E  ,VNSGNTN ,VN,VNC,APA,US,USC,NAM,VNVUNSP,VN,APA,VNC,USMIATM,US,USC,NAM,66.0,90.0
9434,552046668,9/30/2010,2010/39,2010/39,7,90921,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,E  ,DEHAMEK ,DE,DEC,NEU,CN,PRN,NAS,DEHAMEK,DE,NEU,DEC,CNDAIDT,CN,PRN,NAS,634.0,448.0
9435,552046687,9/1/2010,2010/35,2010/35,1,17044,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,TH,THC,APA,BEANTDGD,BE,NEU,BEC,THLZPB1,TH,THC,APA,56.0,42.0
9436,552046688,9/1/2010,2010/35,2010/35,5,23071,08/16/2010,Active,CY,CY,DRY,DRY,20,MEANEU403,W  ,IRBNDTM ,IR,AEC,WCA,PL,ECE,NEU,IRBNDTM,IR,WCA,AEC,PLGDNDCT,PL,ECE,NEU,75.0,55.0
9437,552046709,9/4/2010,2010/35,2010/35,5,3086,08/16/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,S  ,FRFSMTM ,FR,FRC,NEU,NC,NZC,APA,FRFSMTM,FR,NEU,FRC,NCNOUTM,NC,NZC,APA,106.0,
9438,552046711,9/3/2010,2010/35,2010/35,5,20944,08/16/2010,Active,SD,CY,DRY,DRY,20,MEDNAM643,W  ,        ,IT,ITC,MED,US,USC,NAM,ITLGHTM,IT,MED,ITC,USMIATM,US,USC,NAM,83.0,
9439,552046723,9/6/2010,2010/36,2010/36,1,6644,08/16/2010,Active,CY,CY,DRY,DRY,40,WAFFEAFW2,FW ,CNYATCT ,CN,PRS,NAS,NG,CWA,AFR,CNYATCT,CN,NAS,PRS,NGAPPPT,NG,CWA,AFR,123.0,93.0
9440,552046726,9/6/2010,2010/36,2010/36,1,10524,08/16/2010,Active,CY,CY,DRY,DRY,40,WAFFEAFW2,FW ,CNYATCT ,CN,PRS,NAS,NG,CWA,AFR,CNYATCT,CN,NAS,PRS,NGAPPPT,NG,CWA,AFR,123.0,93.0
9441,552046737,9/9/2010,2010/36,2010/36,5,16974,08/16/2010,Active,CY,CY,DRY,DRY,20,EUREUR42N,S  ,DEBRVTM ,DE,DEC,NEU,MA,MGB,MED,DEBRVTM,DE,NEU,DEC,MACASTM,MA,MGB,MED,48.0,26.0
9442,552046755,9/2/2010,2010/35,2010/35,5,21779,08/16/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,S  ,DEHAMEK ,DE,DEC,NEU,AU,AUC,APA,DEHAMEK,DE,NEU,DEC,AUBNE09,AU,AUC,APA,79.0,64.0
9443,552046765,9/19/2010,2010/37,2010/37,1,7234,08/16/2010,Active,CY,SD,DRY,DRY,40,NEUWME888,,TNTUNTM ,TN,MGB,MED,GB,GBC,NEU,TNTUNTM,TN,MED,MGB,GBFXSTM,GB,GBC,NEU,43.0,50.0
9444,552046769,9/1/2010,2010/35,2010/35,1,14142,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAWNA750,E  ,CNTSTQQ ,CN,PRN,NAS,US,USC,NAM,CNTSTQQ,CN,NAS,PRN,USSEA18,US,USC,NAM,66.0,52.0
9445,552046770,9/1/2010,2010/35,2010/35,1,14142,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAWNA750,E  ,CNTSTQQ ,CN,PRN,NAS,US,USC,NAM,CNTSTQQ,CN,NAS,PRN,USSEA18,US,USC,NAM,66.0,52.0
9446,552046777,9/1/2010,2010/35,2010/35,1,14142,08/16/2010,Active,CY,CY,DRY,DRY,40,FEAWNA750,E  ,CNTSTQQ ,CN,PRN,NAS,US,USC,NAM,CNTSTQQ,CN,NAS,PRN,USSEA18,US,USC,NAM,66.0,52.0
9447,552046779,9/16/2010,2010/37,2010/37,5,1983,08/16/2010,Active,SD,CY,REEF,REEF,20,MEANEU403,E  ,        ,CZ,ECE,NEU,AE,AEC,WCA,DEBRVTM,DE,NEU,DEC,AEJALTM,AE,AEC,WCA,77.0,74.0
9448,552046819,9/17/2010,2010/37,2010/37,20,555682,08/16/2010,Active,CY,CY,DRY,DRY,40,EUREUR42N,S  ,BEANTDGD,BE,BEC,NEU,MA,MGB,MED,BEANTDGD,BE,NEU,BEC,MACASTM,MA,MGB,MED,1240.0,880.0
9449,552046828,9/3/2010,2010/35,2010/35,5,821,08/16/2010,Active,CY,CY,DRY,DRY,20,WAFFEA999,FW ,JPSMZTM ,JP,JPC,NAS,LR,SNC,AFR,JPNGO05,JP,NAS,JPC,LRMLWPT,LR,SNC,AFR,93.0,75.0
9450,552046831,9/26/2010,2010/38,2010/38,5,224552,08/16/2010,Active,CY,CY,DRY,DRY,20,EAFMEA888,EM ,SDPZUTM ,SD,HOA,AFR,IN,INC,WCA,SDPZUTM,SD,AFR,HOA,INJHTTM,IN,INC,WCA,560.0,322.0
